"","ResponseId","referrer","IDEA8_negativity","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"11","R_vdVCROJS4vLRUJz","GeorgiaGwinett",4,4,"female",NA,"center (4)","independent",NA,NA,NA,NA,"",NA,NA
"48","R_240qSRCE5T6u03o","GeorgiaGwinett",4,2.6,"female",21,"center (4)","democrat (2)",NA,"under20,000","yes","Caucasian","","Not In College","some college"
"49","R_3nkmgoIf0qQqN8l","GeorgiaGwinett",3,1.4,"female",27,"somewhat liberal (3)","independent",NA,"under20,000","yes",NA,"","Not In College","no college"
"50","R_263FLzicZVj0MbW","GeorgiaGwinett",3,3.3,"female",22,"conservative (6)","middle (4)",NA,"not say","no","Other race/ethincity","GGwinnettC","Not In College","some college"
"51","R_1I4VcCEduKkmtZR","GeorgiaGwinett",4,4,"female",18,"center (4)","democrat (2)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Not In College","no college"
"52","R_DMEchCEU8cgojWV","GeorgiaGwinett",2,2.5,"male",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","GGwinnettC","Not In College","no college"
"460","R_24l7YXES2J8ZtwD","GeorgiaGwinett",3,1.6,"male",24,"apolitical","independent",NA,"under20,000","yes","Caucasian","GGwinnettC","Currently In College","some college"
"461","R_7PaiUNNOijvDkBP","GeorgiaGwinett",3.5,3.1,"female",22,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","no","Other race/ethincity","GGwinnettC","Currently In College","some college"
"462","R_3sjFZODuy47n9ra","GeorgiaGwinett",2,2,"male",23,"somewhat conservative (5)","middle (4)",NA,"under20,000","yes","Caucasian","GGwinnettC","Currently In College","some college"
"463","R_3JrrOGLvXzLcTcj","GeorgiaGwinett",4,2.4,"male",22,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"464","R_2YxfN7P12DIDkj8","GeorgiaGwinett",4,3,"female",18,"apolitical","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"465","R_VPAHwtPP4h79ri1","GeorgiaGwinett",2.5,2.4,"female",21,"strongly conservative (7)","strongly conservative (7)",NA,"100-199,999","yes",NA,"GGwinnettC","Currently In College","some college"
"466","R_2bZYGlwKUc60l1E","GeorgiaGwinett",3.5,4.3,"female",21,"apolitical","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"467","R_5BwLAWlEznzq6ZP","GeorgiaGwinett",4,3,"female",25,"liberal (2)","somewhat democrat (3)","yes","20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"468","R_1qVdIxDJFKKrNdQ","GeorgiaGwinett",3,3.1,"female",21,"strongly conservative (7)","strongly democrat (1)",NA,"80-99,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"469","R_33exxoX8qRLXXof","GeorgiaGwinett",3.5,3,"male",20,"center (4)","democrat (2)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"470","R_3sntj2JASxIiflP","GeorgiaGwinett",3.5,3.5,"female",22,"conservative (6)","somewhat conservative (5)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"471","R_0p0o20iOMuxc813","GeorgiaGwinett",3,2.7,"female",48,"center (4)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"472","R_urkLUi8fdV4VzMd","GeorgiaGwinett",3.5,3.6,"female",23,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","GGwinnettC","Currently In College","some college"
"473","R_1OUHnldFOgsrt4B","GeorgiaGwinett",4,3.2,"female",23,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"474","R_R4cdv8F6iVBnatH","GeorgiaGwinett",4,4,"female",22,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"475","R_2wF5B2Ry6zXnzSA","GeorgiaGwinett",3.5,3,"female",22,"somewhat liberal (3)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"476","R_3njEDBEKH3RtBfM","GeorgiaGwinett",4,3.6,"female",22,"somewhat liberal (3)","middle (4)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"477","R_1NfuTgmKjCikeDc","GeorgiaGwinett",2.5,1.5,"male",21,"liberal (2)","middle (4)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"478","R_1BqeN645IHWLYBz","GeorgiaGwinett",4,4.4,"female",18,"apolitical","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","GGwinnettC","Currently In College","some college"
"479","R_AtVMi6vElgJfmP7","GeorgiaGwinett",3.5,2.9,"female",18,"center (4)","strongly conservative (7)",NA,"not say","no","Caucasian","GGwinnettC","Currently In College","some college"
"480","R_10u6G17JITY60xl","GeorgiaGwinett",3.5,1.9,"female",18,"center (4)","conservative (6)",NA,"100-199,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"481","R_1BPIWXMM5sqx71l","GeorgiaGwinett",4,2.1,"male",28,"conservative (6)","conservative (6)",NA,"20-39,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"482","R_1CvdMHOGrSUP42x","GeorgiaGwinett",2.5,2.1,"female",22,"conservative (6)","conservative (6)",NA,"not say","yes",NA,"GGwinnettC","Currently In College","some college"
"483","R_1gUyuMhIjlmQ29R","GeorgiaGwinett",3,2.2,"female",24,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"484","R_UniXPRjV2prZ0vD","GeorgiaGwinett",4,2.9,"female",24,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"485","R_10OtPcHR8FRqYWc","GeorgiaGwinett",4,3,"female",23,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"486","R_2DThu3gI0DbFkET","GeorgiaGwinett",4,3.2,"female",22,"somewhat conservative (5)","middle (4)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"487","R_3EL4XixfXVo7ktq","GeorgiaGwinett",3,3.6,"female",22,"liberal (2)","somewhat democrat (3)",NA,"not say","yes",NA,"GGwinnettC","Currently In College","some college"
"488","R_3k6g2UdARVx3zZr","GeorgiaGwinett",3,3.4,"female",20,"center (4)","somewhat conservative (5)",NA,"200-999,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"489","R_wOks2PSuqruQOlj","GeorgiaGwinett",4,3.6,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"490","R_3HS7IDOnQDs0aMY","GeorgiaGwinett",3,2.5,"male",23,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"491","R_1EbQKNeegcIRuww","GeorgiaGwinett",3,2.5,"female",28,"liberal (2)","strongly democrat (1)",NA,"over1,000,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"492","R_qDFLDlKgA2jaO7T","GeorgiaGwinett",4,3.8,"female",21,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes",NA,"GGwinnettC","Currently In College","some college"
"493","R_2S37nbIahPEjbrf","GeorgiaGwinett",4,2.6,"male",23,"conservative (6)","somewhat conservative (5)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"494","R_blxJgl0LzSQbiZf","GeorgiaGwinett",3.5,3,"female",20,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"495","R_9v5l8jknJhgFefv","GeorgiaGwinett",3,3.6,"female",26,"conservative (6)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"496","R_ZDzzdUEtdg609Fv","GeorgiaGwinett",3.5,4.1,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"60-79,999","yes",NA,"GGwinnettC","Currently In College","some college"
"497","R_3Dc1DSM2OnD6rZV","GeorgiaGwinett",4,2.9,"female",19,"center (4)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"498","R_2zCTayJ4muFo8Ro","GeorgiaGwinett",3,1.8,"male",24,"conservative (6)","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"499","R_3jcC5mHUbOJYmS4","GeorgiaGwinett",4,3.1,"female",20,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","GGwinnettC","Currently In College","some college"
"500","R_0f9Kp3Yh5d8dR17","GeorgiaGwinett",3.5,3.2,"female",20,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","GGwinnettC","Currently In College","some college"
"501","R_5oOLhxG4MYPPi3T","GeorgiaGwinett",4,2.8,"female",19,"apolitical","democrat (2)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"502","R_2S39Eq5Jn9EIFdN","GeorgiaGwinett",4,3,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"503","R_vrbvpCIPl98Ovu1","GeorgiaGwinett",3.5,3.5,"female",18,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","GGwinnettC","Currently In College","some college"
"504","R_b9oV4nK2qhiImIN","GeorgiaGwinett",3.5,2.6,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","GGwinnettC","Currently In College","some college"
"505","R_2wjoNI9ahMptmuq","GeorgiaGwinett",4,3.6,"female",19,"somewhat liberal (3)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"506","R_3fJLq11dmNWdQio","GeorgiaGwinett",4,2.5,"male",23,"conservative (6)","somewhat conservative (5)","yes","not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"507","R_2QnfC4Vey4aGdJz","GeorgiaGwinett",4,4.1,"female",20,"apolitical","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"508","R_ZgTI5GweP98aBot","GeorgiaGwinett",3,2.4,"male",24,"liberal (2)","somewhat democrat (3)","yes","under20,000","yes","Caucasian","GGwinnettC","Currently In College","some college"
"509","R_3dSxzhVBe1qEQ5d","GeorgiaGwinett",4,2.2,"female",21,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"510","R_x4z9PgGtORz2bDP","GeorgiaGwinett",4,4.2,"female",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","GGwinnettC","Currently In College","some college"
"511","R_26mUp5u7Wx553bO","GeorgiaGwinett",3.5,2.5,"female",18,"apolitical","independent",NA,"not say","no","Other race/ethincity","GGwinnettC","Currently In College","some college"
"512","R_2q7serZwbPnTDUV","GeorgiaGwinett",3.5,2,"male",24,"center (4)","somewhat democrat (3)","yes","40-59,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"513","R_3OdZNaTkcJTgm7P","GeorgiaGwinett",3.5,3,"female",18,"apolitical","independent",NA,"60-79,999","yes",NA,"GGwinnettC","Currently In College","some college"
"514","R_cYGbxSj0sn4qemR","GeorgiaGwinett",4,3.6,"female",21,"liberal (2)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"515","R_10DzLeOYwIt65ES","GeorgiaGwinett",4,4,"female",21,"center (4)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"516","R_1HeCGbZ39A7Nx1v","GeorgiaGwinett",4,2.5,"female",18,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"517","R_2ZTTHTgatQmrLg4","GeorgiaGwinett",4,3.4,"female",20,"apolitical","strongly democrat (1)",NA,"80-99,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"518","R_3CKnV9RGFmxAHut","GeorgiaGwinett",4,2.3,"female",22,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"519","R_3kMrwcpUUe4bNDv","GeorgiaGwinett",3,3.2,"female",19,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","GGwinnettC","Currently In College","some college"
"520","R_qw6lbqEM4o3zvA5","GeorgiaGwinett",4,3.7,"female",19,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","GGwinnettC","Currently In College","some college"
"521","R_2wmoGZZgymkxW8V","GeorgiaGwinett",4,3.6,"male",19,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"522","R_11iS5uJleF16Vrt","GeorgiaGwinett",3,2.1,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"523","R_2t9EBXdOZoY0tX1","GeorgiaGwinett",4,2.9,"female",22,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"524","R_3oBKBu43vj8UZtR","GeorgiaGwinett",4,4.3,"female",18,"apolitical","independent",NA,"60-79,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"525","R_5dTflD5eJ7CzdyV","GeorgiaGwinett",3.5,3.7,"female",19,"center (4)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"526","R_1JJGTGjKTvzY66Q","GeorgiaGwinett",4,4,"female",23,"center (4)","middle (4)",NA,"20-39,999","yes","Caucasian","GGwinnettC","Currently In College","some college"
"527","R_1GMtbVD46wokaNv","GeorgiaGwinett",4,3,"female",19,"liberal (2)","democrat (2)",NA,"20-39,999","yes",NA,"GGwinnettC","Currently In College","some college"
"528","R_31yXHhpYhEzzkGR","GeorgiaGwinett",4,4.1,"female",22,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"529","R_3kHh3dlQ2Ah4zYK","GeorgiaGwinett",2.5,3.1,"female",22,"apolitical","democrat (2)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"530","R_1l3vGlxZE0RSntj","GeorgiaGwinett",4,3.1,"female",19,"center (4)","independent",NA,"not say","yes","Other race/ethincity","GGwinnettC","Currently In College","some college"
"2656","R_1BWV7fsdyMARRcJ","GeorgiaGwinett",3,2,"female",31,"somewhat liberal (3)","middle (4)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2657","R_1DuQkjLlXMzZJUg","GeorgiaGwinett",3.5,2.6,"female",32,"strongly liberal (1)","strongly democrat (1)",NA,"60-79,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2658","R_1FquPKcAqTJQzRl","GeorgiaGwinett",4,2.7,"female",31,"apolitical","middle (4)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2659","R_1H60SSJyzyGn2j7","GeorgiaGwinett",3.5,1.9,"male",23,"center (4)","middle (4)",NA,"100-199,999","no","Caucasian","GGwinnettC","Completed 2 year degree","some college"
"2660","R_sZi2VtV3vcxIpPz","GeorgiaGwinett",3.5,2.9,"male",30,"somewhat conservative (5)","conservative (6)",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2661","R_POGJwDbTmFBGmBz","GeorgiaGwinett",3.5,3.3,"female",38,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","GGwinnettC","Completed 2 year degree","some college"
"2662","R_8uJcoCfOJ6nflfn","GeorgiaGwinett",4,3.1,"female",22,"apolitical","strongly democrat (1)",NA,"60-79,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2663","R_4HfhnOPgngmCQHD","GeorgiaGwinett",2,4,"female",23,"apolitical","independent",NA,"20-39,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2664","R_A7nQ3guU5XHEcZb","GeorgiaGwinett",4,3.5,"female",21,"somewhat conservative (5)","somewhat democrat (3)","yes","60-79,999","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2665","R_3RazGfDPgsyOyuF","GeorgiaGwinett",4,3.7,"male",24,"liberal (2)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","GGwinnettC","Completed 2 year degree","some college"
"2837","R_10Ta8CCHcxAKrVv","GeorgiaGwinett",3.5,2.9,"male",30,"strongly conservative (7)","strongly conservative (7)",NA,"20-39,999","yes","Caucasian","","Completed 4 year degree","some college"
"2838","R_ZCDOpJHsJiTFiRb","GeorgiaGwinett",3,1.8,"male",30,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","GGwinnettC","Completed 4 year degree","some college"
"2839","R_1Hjd6FN8m1jwzit","GeorgiaGwinett",4,3.1,"female",54,"apolitical","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","GGwinnettC","Completed 4 year degree","some college"
"2971","R_24kLxzsDvZtHTY5","GeorgiaGwinett",2,2.1,"female",24,"center (4)","somewhat conservative (5)",NA,"40-59,999","yes","Caucasian","Valdosta","Graduate Education",NA
"2972","R_6xQ7yKUaZLSvhSN","GeorgiaGwinett",1,2.9,"male",NA,"center (4)","somewhat conservative (5)",NA,"40-59,999","yes","Other race/ethincity","FullerSeminary","Graduate Education",NA
