"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"2414","R_27r6ACgeWUdSump","tennknox",4.66666666666667,6,"female",NA,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2415","R_YbFSLhmurtOWZJ7","tennknox",2.86666666666667,5.83333333333333,"male",NA,"center (4)","middle (4)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2416","R_qIUP7nPS48ZINFL","tennknox",3.06666666666667,4.33333333333333,"female",NA,"center (4)","somewhat conservative (5)",NA,"40-59,999","yes",NA,"UT-Knoxville","Currently In College","some college"
"2417","R_3MG3QOs9gXbeh1D","tennknox",4.6,4.5,"female",NA,"somewhat liberal (3)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2418","R_oXnq409WsdfBKuJ","tennknox",2.33333333333333,7,"male",NA,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2419","R_WDoTF7qZXCfkIbD","tennknox",3.66666666666667,4.16666666666667,"male",22,"somewhat conservative (5)","conservative (6)",NA,"20-39,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2420","R_cutMtotPBvuuxxz","tennknox",3.2,6.5,"female",NA,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2421","R_4SDT2vqWhmmXFnj","tennknox",3.26666666666667,3.16666666666667,"female",NA,"center (4)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2422","R_ywki5fArUkja91f","tennknox",3.4,6,"female",NA,"strongly conservative (7)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2423","R_ey2PQi7GAQsHapP","tennknox",3.26666666666667,2.5,"male",NA,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2424","R_UKiODuTDvxOlV7z","tennknox",5.13333333333333,6.16666666666667,"female",NA,"conservative (6)","conservative (6)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2425","R_3Iaw1qfUEgztcTX","tennknox",2.66666666666667,5,"female",NA,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2426","R_2X7rnNpwzHLO7nM","tennknox",3.4,6,"female",NA,"center (4)","middle (4)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2427","R_2wvi5U7EsxnFicU","tennknox",1.46666666666667,5.16666666666667,"female",NA,"apolitical","independent","yes","20-39,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2428","R_1MTjw8yuGTQ2yLd","tennknox",2.86666666666667,4.33333333333333,"female",NA,"somewhat conservative (5)","middle (4)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2429","R_6QDeeUFTsWDn3KF","tennknox",3.06666666666667,4,"female",NA,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2430","R_TckKoMAaKdnIHnz","tennknox",5.46666666666667,6,"female",NA,"center (4)","middle (4)",NA,"20-39,999","yes",NA,"UT-Knoxville","Currently In College","some college"
"2431","R_3HGKQmDefN6jne2","tennknox",3.93333333333333,1,"male",NA,"apolitical","middle (4)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2432","R_1dofwoAs8fbkdUl","tennknox",2.93333333333333,4.5,"male",NA,"strongly conservative (7)","strongly conservative (7)",NA,"40-59,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2433","R_1ONcZAn2MGUPbjf","tennknox",2.06666666666667,3.83333333333333,"male",NA,"conservative (6)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2434","R_1rwB6Qfvq1WhV8k","tennknox",4.66666666666667,3.16666666666667,"male",NA,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2435","R_UgXGC2pm03oBQHv","tennknox",4.26666666666667,3.66666666666667,"male",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2436","R_DzZaFKTcGrL5cGd","tennknox",3.73333333333333,4.5,"male",NA,"strongly conservative (7)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2437","R_1dy8DzF9od00vCL","tennknox",2.06666666666667,5.33333333333333,"female",NA,"apolitical","independent",NA,"80-99,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2438","R_xzp39EAu9iscVW1","tennknox",4.53333333333333,6,"female",NA,"conservative (6)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2439","R_afNATK95e4Wu8oN","tennknox",4.4,5.33333333333333,"female",NA,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes",NA,"UT-Knoxville","Currently In College","some college"
"2440","R_3JgWoQDqbCvIlQW","tennknox",4.4,5.83333333333333,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2441","R_1mFt7koCU8MK8m5","tennknox",4.2,6.16666666666667,"male",NA,"somewhat conservative (5)","middle (4)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2442","R_31SeuqCMxfU8PFP","tennknox",3.86666666666667,2.33333333333333,"male",NA,"strongly liberal (1)","democrat (2)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2443","R_3IQdkEciJRwqEJL","tennknox",3.4,5.5,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2444","R_T5Wdqoi0tdi9fLX","tennknox",4.26666666666667,6.33333333333333,"male",NA,"conservative (6)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2445","R_3e1eQiirpoJwxtT","tennknox",4.46666666666667,5.83333333333333,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2446","R_32JF46mvaIdJFYu","tennknox",4.26666666666667,6.66666666666667,"male",NA,"center (4)","democrat (2)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2447","R_d42BxtyEr1rjth7","tennknox",2.93333333333333,7,"female",NA,"liberal (2)","somewhat democrat (3)","yes","not say","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2448","R_Xwi9eReJDcSEZ21","tennknox",3.2,1.83333333333333,"male",NA,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2449","R_2ZWuwrNFLpNxHYo","tennknox",2.2,3.16666666666667,"male",NA,"strongly liberal (1)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2450","R_308A5Y3z0daRFZO","tennknox",3.66666666666667,4.5,"female",NA,"conservative (6)","conservative (6)",NA,"20-39,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2451","R_aWXKik3BPOX5n5T","tennknox",2.66666666666667,5.16666666666667,"female",NA,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2452","R_1hMPqU2O7YgSVfZ","tennknox",3.26666666666667,1.16666666666667,"female",NA,"center (4)","somewhat democrat (3)",NA,"80-99,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2453","R_12xKKUW6y5uX9p0","tennknox",2.8,2.83333333333333,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2454","R_3LedsvFI4EX58x8","tennknox",3.33333333333333,3.66666666666667,"female",NA,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2455","R_3R8xMzHz5v1YW6x","tennknox",3.93333333333333,5.33333333333333,"female",NA,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2456","R_3lsl9BxYE5f5agx","tennknox",2.26666666666667,4.33333333333333,"male",NA,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2457","R_1F5nrKQ29M6CCuo","tennknox",3.46666666666667,4.83333333333333,"female",NA,"somewhat liberal (3)","middle (4)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2458","R_AuNIBnYobgHDVtL","tennknox",3.2,4.83333333333333,"female",NA,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2459","R_3OeJT94f68C1WVc","tennknox",3.06666666666667,6,"male",NA,"somewhat conservative (5)","strongly conservative (7)",NA,"20-39,999","yes",NA,"UT-Knoxville","Currently In College","some college"
"2460","R_12sxPUaUqY6MGUu","tennknox",4.13333333333333,5,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2461","R_u9A7Lpuc1R1VwNb","tennknox",3.66666666666667,4.83333333333333,"male",NA,"somewhat conservative (5)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2462","R_2CKv4jDLY3ZwBdp","tennknox",3.53333333333333,3.66666666666667,"female",NA,"liberal (2)","strongly democrat (1)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2463","R_sNhyckf10MG1sIx","tennknox",3.66666666666667,4.66666666666667,"male",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2464","R_3wSoSLQMy6CYEaF","tennknox",4.46666666666667,3.16666666666667,"female",NA,"somewhat conservative (5)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2465","R_2ayjz3yqK1sYDGu","tennknox",3.4,3.16666666666667,"female",NA,"liberal (2)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2466","R_3hAN1dlLG5IAtc4","tennknox",3.13333333333333,2.33333333333333,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2467","R_2sd8tJUPB84g7N7","tennknox",1.66666666666667,3.5,"female",NA,"center (4)","middle (4)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2468","R_1n1IPDjmXjtkmdg","tennknox",3.53333333333333,6,"female",NA,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2469","R_Wv9R6HdzTYHYS7T","tennknox",2.06666666666667,1.5,"male",NA,"center (4)","middle (4)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2470","R_3NOjffQ4SMkfMbG","tennknox",2.73333333333333,3,"male",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2471","R_23fnSdgmnskI3yx","tennknox",3.2,3.16666666666667,"male",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2472","R_ypFhvhYUSnjMvex","tennknox",4.4,4.5,"male",NA,"center (4)","middle (4)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2473","R_239aWVOtithRW6r","tennknox",3.4,5,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2474","R_11gSRxVodM1SzNZ","tennknox",3.53333333333333,5.66666666666667,"female",NA,"liberal (2)","middle (4)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2475","R_1AOlcS2DxomEQbr","tennknox",4.26666666666667,3,"male",NA,"liberal (2)","independent",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2476","R_3G9hweVPCLyQrB3","tennknox",3.86666666666667,3.83333333333333,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2477","R_9vRnXZTCOs3qiI1","tennknox",4,5.33333333333333,"male",NA,"liberal (2)","middle (4)",NA,"40-59,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2478","R_ZkGG5UUVfc1I3MR","tennknox",2.93333333333333,4.66666666666667,"female",NA,"apolitical","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2479","R_3stO1FjXvXwnZHk","tennknox",4.06666666666667,5,"female",NA,"conservative (6)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2480","R_esahB44xzoA6kzT","tennknox",3.46666666666667,4.83333333333333,"male",NA,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2481","R_3lWTYT5acyxGZBj","tennknox",3.33333333333333,4.66666666666667,"male",NA,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2482","R_71G9IYt1u3AfiIt","tennknox",3.46666666666667,3.33333333333333,"male",NA,"liberal (2)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2483","R_3R4ImAascSKab5x","tennknox",2.06666666666667,1.66666666666667,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2484","R_sohbz6FSyA0w0SZ","tennknox",5.66666666666667,6,"female",NA,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2485","R_es5PtGAKxeivSEx","tennknox",3.4,4.5,"female",NA,"apolitical","democrat (2)",NA,"not say","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2486","R_2fDLZesnZBm61UJ","tennknox",4,4,"female",NA,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2487","R_BV6yBkg4nyBCG4h","tennknox",4.2,3.83333333333333,"female",NA,"center (4)","independent",NA,"60-79,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2488","R_3exkVQWUHKFMskc","tennknox",3.4,4.83333333333333,"female",NA,"apolitical","democrat (2)","yes","under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2489","R_2s5PPisl24ToER0","tennknox",4.26666666666667,5.16666666666667,"male",NA,"strongly conservative (7)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2490","R_2rYM6xqs8fOV4O6","tennknox",3.73333333333333,4.16666666666667,"male",NA,"apolitical","independent",NA,"20-39,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2491","R_1mrUnT099lIJcEo","tennknox",4.06666666666667,6,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2492","R_qJAa0yV75dqfwat","tennknox",4.53333333333333,3.5,"male",NA,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2493","R_1OIYOWQ5DDz0OO0","tennknox",3.26666666666667,2.33333333333333,"male",NA,"center (4)","middle (4)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2494","R_2zcI3mOXh0FUFXn","tennknox",2.86666666666667,3.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2495","R_2drSshyO9G2CE7h","tennknox",4.2,5,"female",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2496","R_2dR6rmhTxhLCOLZ","tennknox",3.8,4,"male",NA,"apolitical","middle (4)",NA,"60-79,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2497","R_2ccqjNngqL2jwWb","tennknox",5.2,6.66666666666667,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2801","R_PSAkSD7vy2k17tT","tennknox",4.4,4.83333333333333,"male",NA,"somewhat liberal (3)","somewhat democrat (3)","yes","under20,000","yes",NA,"UT-Knoxville","Completed 2 year degree","some college"
"2936","R_27gx3I43qBhNDec","tennknox",3.66666666666667,5.66666666666667,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","UT-Knoxville","Completed 4 year degree","some college"
